query_id,doc_id,relevance,score,topic,term1,term2,relatedness_level
q_001267,d_000628,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,polling places,polling station,high
q_001267,d_000880,0.9,0.9,democratic governments should require voters to present photo identification at the polling station,polling places,voters,high
q_001268,d_000210,0.9,0.9,opinion polls harm the democratic process,polls,democratic process,high
q_001268,d_000257,0.9,0.9,opinion polls harm the democratic process,polls,election results,high
q_001268,d_000585,1.0,1.0,opinion polls harm the democratic process,polls,opinion polls,high
q_001269,d_000585,1.0,1.0,opinion polls harm the democratic process,pollster,opinion polls,high
q_001270,d_000585,1.0,1.0,opinion polls harm the democratic process,pollsters,opinion polls,high
q_001270,d_000726,0.7,0.7,opinion polls harm the democratic process,pollsters,sampling error,high
q_001271,d_000104,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,pontifical council,catholic church,high
q_001272,d_000104,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,pope,catholic church,high
q_001272,d_000787,0.8,0.8,the catholic church is justified in forbidding the use of barrier methods of contraception,pope,st peter's,high
q_001273,d_000104,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,pope benedict xvi,catholic church,high
q_001274,d_000104,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,pope john,catholic church,high
q_001274,d_000630,0.9,0.9,the catholic church is justified in forbidding the use of barrier methods of contraception,pope john,pontifical council,high
q_001275,d_000104,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,pope john paul,catholic church,high
q_001275,d_000126,0.9,0.9,the catholic church is justified in forbidding the use of barrier methods of contraception,pope john paul,church's,high
q_001276,d_000104,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,pope paul vi,catholic church,high
q_001276,d_000605,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,pope paul vi,paul vi,high
q_001277,d_000577,0.8,0.8,the one-child policy of china is justified,population,one child policy,high
q_001279,d_000074,1.0,1.0,the one-child policy of china is justified,population control,birth control,high
q_001279,d_000120,1.0,1.0,the one-child policy of china is justified,population control,china,high
q_001279,d_000577,0.9,0.9,the one-child policy of china is justified,population control,one child policy,high
q_001279,d_000837,0.9,0.9,the one-child policy of china is justified,population control,total population,high
q_001280,d_000120,1.0,1.0,the one-child policy of china is justified,population control policies,china,high
q_001280,d_000577,1.0,1.0,the one-child policy of china is justified,population control policies,one child policy,high
q_001281,d_000120,0.7,0.7,the one-child policy of china is justified,population density,china,high
q_001281,d_000577,0.8,0.8,the one-child policy of china is justified,population density,one child policy,high
q_001282,d_000119,0.9,0.9,the one-child policy of china is justified,population growth,children per woman,high
q_001282,d_000120,0.9,0.9,the one-child policy of china is justified,population growth,china,high
q_001282,d_000304,0.9,0.9,the one-child policy of china is justified,population growth,family planning programs,high
q_001282,d_000577,1.0,1.0,the one-child policy of china is justified,population growth,one child policy,high
q_001282,d_000837,1.0,1.0,the one-child policy of china is justified,population growth,total population,high
q_001283,d_000151,0.8,0.8,congressional earmarks should be abolished,pork barrel,congressional earmarks,high
q_001284,d_000151,0.9,0.9,congressional earmarks should be abolished,pork barrel spending,congressional earmarks,high
q_001287,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,possess nuclear weapons,nuclear weapons,high
q_001287,d_000863,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,possess nuclear weapons,us,high
q_001288,d_000560,0.7,0.7,the us is justified in using force to prevent states from acquiring nuclear weapons,possibility of nuclear,nuclear weapons,high
q_001289,d_000829,0.8,0.8,the school leaving age should be raised to 18,post secondary,tertiary,high
q_001291,d_000262,0.9,0.9,wind power should be a primary focus of future energy supply,power,electrical,high
q_001291,d_000277,0.8,0.8,wind power should be a primary focus of future energy supply,power,energy supply,high
q_001291,d_000340,0.7,0.7,wind power should be a primary focus of future energy supply,power,generating,high
q_001291,d_000529,0.8,0.8,wind power should be a primary focus of future energy supply,power,national grid,high
q_001291,d_000699,1.0,1.0,wind power should be a primary focus of future energy supply,power,renewable electricity,high
q_001291,d_000903,1.0,1.0,wind power should be a primary focus of future energy supply,power,wind power,high
q_001292,d_000277,0.9,0.9,wind power should be a primary focus of future energy supply,power stations,energy supply,high
q_001292,d_000903,0.8,0.8,wind power should be a primary focus of future energy supply,power stations,wind power,high
q_001294,d_000314,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,pregnancy,fetuses,high
q_001294,d_000378,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,pregnancy,heritable diseases,high
q_001294,d_000595,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,pregnancy,parents,high
q_001294,d_000637,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,pregnancy,prenatal testing,high
q_001295,d_000229,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,preimplantation genetic diagnosis,dna,high
q_001295,d_000314,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,preimplantation genetic diagnosis,fetuses,high
q_001295,d_000341,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,preimplantation genetic diagnosis,genetic screening,high
q_001295,d_000378,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,preimplantation genetic diagnosis,heritable diseases,high
q_001295,d_000737,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,preimplantation genetic diagnosis,screening test,high
q_001296,d_000021,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,amniocentesis,high
q_001296,d_000125,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,chromosomes,high
q_001296,d_000314,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,fetuses,high
q_001296,d_000341,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,genetic screening,high
q_001296,d_000378,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,heritable diseases,high
q_001296,d_000483,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,maternal,high
q_001296,d_000595,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,parents,high
q_001296,d_000637,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,prenatal testing,high
q_001296,d_000642,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,presymptomatic testing,high
q_001296,d_000737,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,screening test,high
q_001296,d_000830,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,test results,high
q_001296,d_000851,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal diagnosis,ultrasound,high
q_001297,d_000314,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal testing,fetuses,high
q_001297,d_000341,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal testing,genetic screening,high
q_001297,d_000378,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal testing,heritable diseases,high
q_001297,d_000595,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,prenatal testing,parents,high
q_001298,d_000515,0.8,0.8,the monarchy should be abolished,prerogative,monarchy,high
q_001299,d_000612,0.8,0.8,the use of performance enhancing drugs in professional sports should be permitted,prescription,performance enhancing drugs,high
q_001300,d_000863,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,president ronald reagan,us,high
q_001301,d_000210,1.0,1.0,opinion polls harm the democratic process,presidential election,democratic process,high
q_001301,d_000585,0.8,0.8,opinion polls harm the democratic process,presidential election,opinion polls,high
q_001302,d_000023,0.7,0.7,the leaking of military documents by anat kamm is justified,press freedom,anat kamm,high
q_001302,d_000460,0.7,0.7,the leaking of military documents by anat kamm is justified,press freedom,leaking,high
q_001303,d_000341,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,presymptomatic testing,genetic screening,high
q_001303,d_000378,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,presymptomatic testing,heritable diseases,high
q_001304,d_000095,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,primary,candidates,high
